p_low,p_high,w_tier5,w_tier3,tau_vote,f1,recall,precision,accuracy,tp,tn,fp,fn,esc_ratio
0.001,0.4,0.3,0.7,0.39,0.8611111111111112,0.9393939393939394,0.7948717948717948,0.8701298701298701,31,36,8,2,0.35064935064935066
0.001,0.4,0.3,0.7,0.4,0.8611111111111112,0.9393939393939394,0.7948717948717948,0.8701298701298701,31,36,8,2,0.35064935064935066
0.001,0.4,0.3,0.7,0.41000000000000003,0.8611111111111112,0.9393939393939394,0.7948717948717948,0.8701298701298701,31,36,8,2,0.35064935064935066
0.001,0.4,0.3,0.7,0.42000000000000004,0.8611111111111112,0.9393939393939394,0.7948717948717948,0.8701298701298701,31,36,8,2,0.35064935064935066
0.001,0.4,0.3,0.7,0.43000000000000005,0.8611111111111112,0.9393939393939394,0.7948717948717948,0.8701298701298701,31,36,8,2,0.35064935064935066
0.001,0.4,0.3,0.7,0.44,0.8611111111111112,0.9393939393939394,0.7948717948717948,0.8701298701298701,31,36,8,2,0.35064935064935066
0.001,0.4,0.3,0.7,0.45,0.8611111111111112,0.9393939393939394,0.7948717948717948,0.8701298701298701,31,36,8,2,0.35064935064935066
0.001,0.4,0.3,0.7,0.46,0.8611111111111112,0.9393939393939394,0.7948717948717948,0.8701298701298701,31,36,8,2,0.35064935064935066
0.001,0.4,0.3,0.7,0.47000000000000003,0.8611111111111112,0.9393939393939394,0.7948717948717948,0.8701298701298701,31,36,8,2,0.35064935064935066
0.001,0.4,0.3,0.7,0.48000000000000004,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.3,0.7,0.49,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.3,0.7,0.5,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.3,0.7,0.51,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.3,0.7,0.52,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.3,0.7,0.53,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.3,0.7,0.54,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.3,0.7,0.55,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.3,0.7,0.56,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.3,0.7,0.5700000000000001,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.3,0.7,0.5800000000000001,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.3,0.7,0.5900000000000001,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.3,0.7,0.6000000000000001,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.3,0.7,0.6100000000000001,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.3,0.7,0.62,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.3,0.7,0.63,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.3,0.7,0.64,0.8115942028985507,0.8484848484848485,0.7777777777777778,0.8311688311688312,28,36,8,5,0.35064935064935066
0.001,0.4,0.3,0.7,0.65,0.8115942028985507,0.8484848484848485,0.7777777777777778,0.8311688311688312,28,36,8,5,0.35064935064935066
0.001,0.4,0.3,0.7,0.66,0.8115942028985507,0.8484848484848485,0.7777777777777778,0.8311688311688312,28,36,8,5,0.35064935064935066
0.001,0.4,0.3,0.7,0.67,0.8115942028985507,0.8484848484848485,0.7777777777777778,0.8311688311688312,28,36,8,5,0.35064935064935066
0.001,0.4,0.3,0.7,0.6799999999999999,0.8115942028985507,0.8484848484848485,0.7777777777777778,0.8311688311688312,28,36,8,5,0.35064935064935066
0.001,0.4,0.3,0.7,0.69,0.8115942028985507,0.8484848484848485,0.7777777777777778,0.8311688311688312,28,36,8,5,0.35064935064935066
0.001,0.4,0.3,0.7,0.7,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8441558441558441,27,38,6,6,0.35064935064935066
0.001,0.4,0.3,0.7,0.71,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8441558441558441,27,38,6,6,0.35064935064935066
0.001,0.4,0.3,0.7,0.72,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.3,0.7,0.73,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.3,0.7,0.74,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.3,0.7,0.75,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.4,0.6,0.2,0.8421052631578948,0.9696969696969697,0.7441860465116279,0.8441558441558441,32,33,11,1,0.35064935064935066
0.001,0.4,0.4,0.6,0.21000000000000002,0.8266666666666667,0.9393939393939394,0.7380952380952381,0.8311688311688312,31,33,11,2,0.35064935064935066
0.001,0.4,0.4,0.6,0.22,0.8266666666666667,0.9393939393939394,0.7380952380952381,0.8311688311688312,31,33,11,2,0.35064935064935066
0.001,0.4,0.4,0.6,0.23,0.8266666666666667,0.9393939393939394,0.7380952380952381,0.8311688311688312,31,33,11,2,0.35064935064935066
0.001,0.4,0.4,0.6,0.24000000000000002,0.8266666666666667,0.9393939393939394,0.7380952380952381,0.8311688311688312,31,33,11,2,0.35064935064935066
0.001,0.4,0.4,0.6,0.25,0.8266666666666667,0.9393939393939394,0.7380952380952381,0.8311688311688312,31,33,11,2,0.35064935064935066
0.001,0.4,0.4,0.6,0.26,0.8266666666666667,0.9393939393939394,0.7380952380952381,0.8311688311688312,31,33,11,2,0.35064935064935066
0.001,0.4,0.4,0.6,0.27,0.8266666666666667,0.9393939393939394,0.7380952380952381,0.8311688311688312,31,33,11,2,0.35064935064935066
0.001,0.4,0.4,0.6,0.28,0.8266666666666667,0.9393939393939394,0.7380952380952381,0.8311688311688312,31,33,11,2,0.35064935064935066
0.001,0.4,0.4,0.6,0.29000000000000004,0.8266666666666667,0.9393939393939394,0.7380952380952381,0.8311688311688312,31,33,11,2,0.35064935064935066
0.001,0.4,0.4,0.6,0.30000000000000004,0.8378378378378378,0.9393939393939394,0.7560975609756098,0.8441558441558441,31,34,10,2,0.35064935064935066
0.001,0.4,0.4,0.6,0.31,0.8378378378378378,0.9393939393939394,0.7560975609756098,0.8441558441558441,31,34,10,2,0.35064935064935066
0.001,0.4,0.4,0.6,0.32,0.8493150684931509,0.9393939393939394,0.775,0.8571428571428571,31,35,9,2,0.35064935064935066
0.001,0.4,0.4,0.6,0.33,0.8611111111111112,0.9393939393939394,0.7948717948717948,0.8701298701298701,31,36,8,2,0.35064935064935066
0.001,0.4,0.4,0.6,0.34,0.8611111111111112,0.9393939393939394,0.7948717948717948,0.8701298701298701,31,36,8,2,0.35064935064935066
0.001,0.4,0.4,0.6,0.35,0.8611111111111112,0.9393939393939394,0.7948717948717948,0.8701298701298701,31,36,8,2,0.35064935064935066
0.001,0.4,0.4,0.6,0.36,0.8611111111111112,0.9393939393939394,0.7948717948717948,0.8701298701298701,31,36,8,2,0.35064935064935066
0.001,0.4,0.4,0.6,0.37,0.8611111111111112,0.9393939393939394,0.7948717948717948,0.8701298701298701,31,36,8,2,0.35064935064935066
0.001,0.4,0.4,0.6,0.38,0.8611111111111112,0.9393939393939394,0.7948717948717948,0.8701298701298701,31,36,8,2,0.35064935064935066
0.001,0.4,0.4,0.6,0.39,0.8611111111111112,0.9393939393939394,0.7948717948717948,0.8701298701298701,31,36,8,2,0.35064935064935066
0.001,0.4,0.4,0.6,0.4,0.8611111111111112,0.9393939393939394,0.7948717948717948,0.8701298701298701,31,36,8,2,0.35064935064935066
0.001,0.4,0.4,0.6,0.41000000000000003,0.8611111111111112,0.9393939393939394,0.7948717948717948,0.8701298701298701,31,36,8,2,0.35064935064935066
0.001,0.4,0.4,0.6,0.42000000000000004,0.8611111111111112,0.9393939393939394,0.7948717948717948,0.8701298701298701,31,36,8,2,0.35064935064935066
0.001,0.4,0.4,0.6,0.43000000000000005,0.8611111111111112,0.9393939393939394,0.7948717948717948,0.8701298701298701,31,36,8,2,0.35064935064935066
0.001,0.4,0.4,0.6,0.44,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.4,0.6,0.45,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.4,0.6,0.46,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.4,0.6,0.47000000000000003,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.4,0.6,0.48000000000000004,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.4,0.6,0.49,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.4,0.6,0.5,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.4,0.6,0.51,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.4,0.6,0.52,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.4,0.6,0.53,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.4,0.6,0.54,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.4,0.6,0.55,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.4,0.6,0.56,0.8285714285714285,0.8787878787878788,0.7837837837837838,0.8441558441558441,29,36,8,4,0.35064935064935066
0.001,0.4,0.4,0.6,0.5700000000000001,0.8115942028985507,0.8484848484848485,0.7777777777777778,0.8311688311688312,28,36,8,5,0.35064935064935066
0.001,0.4,0.4,0.6,0.5800000000000001,0.8115942028985507,0.8484848484848485,0.7777777777777778,0.8311688311688312,28,36,8,5,0.35064935064935066
0.001,0.4,0.4,0.6,0.5900000000000001,0.8115942028985507,0.8484848484848485,0.7777777777777778,0.8311688311688312,28,36,8,5,0.35064935064935066
0.001,0.4,0.4,0.6,0.6000000000000001,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8441558441558441,27,38,6,6,0.35064935064935066
0.001,0.4,0.4,0.6,0.6100000000000001,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8441558441558441,27,38,6,6,0.35064935064935066
0.001,0.4,0.4,0.6,0.62,0.8,0.7878787878787878,0.8125,0.8311688311688312,26,38,6,7,0.35064935064935066
0.001,0.4,0.4,0.6,0.63,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.4,0.6,0.64,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.4,0.6,0.65,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.4,0.6,0.66,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.4,0.6,0.67,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.4,0.6,0.6799999999999999,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.4,0.6,0.69,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.4,0.6,0.7,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.4,0.6,0.71,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.4,0.6,0.72,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.4,0.6,0.73,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.4,0.6,0.74,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.4,0.6,0.75,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.5,0.5,0.2,0.8266666666666667,0.9393939393939394,0.7380952380952381,0.8311688311688312,31,33,11,2,0.35064935064935066
0.001,0.4,0.5,0.5,0.21000000000000002,0.8266666666666667,0.9393939393939394,0.7380952380952381,0.8311688311688312,31,33,11,2,0.35064935064935066
0.001,0.4,0.5,0.5,0.22,0.8266666666666667,0.9393939393939394,0.7380952380952381,0.8311688311688312,31,33,11,2,0.35064935064935066
0.001,0.4,0.5,0.5,0.23,0.8266666666666667,0.9393939393939394,0.7380952380952381,0.8311688311688312,31,33,11,2,0.35064935064935066
0.001,0.4,0.5,0.5,0.24000000000000002,0.8266666666666667,0.9393939393939394,0.7380952380952381,0.8311688311688312,31,33,11,2,0.35064935064935066
0.001,0.4,0.5,0.5,0.25,0.8266666666666667,0.9393939393939394,0.7380952380952381,0.8311688311688312,31,33,11,2,0.35064935064935066
0.001,0.4,0.5,0.5,0.26,0.8378378378378378,0.9393939393939394,0.7560975609756098,0.8441558441558441,31,34,10,2,0.35064935064935066
0.001,0.4,0.5,0.5,0.27,0.8378378378378378,0.9393939393939394,0.7560975609756098,0.8441558441558441,31,34,10,2,0.35064935064935066
0.001,0.4,0.5,0.5,0.28,0.8378378378378378,0.9393939393939394,0.7560975609756098,0.8441558441558441,31,34,10,2,0.35064935064935066
0.001,0.4,0.5,0.5,0.29000000000000004,0.8493150684931509,0.9393939393939394,0.775,0.8571428571428571,31,35,9,2,0.35064935064935066
0.001,0.4,0.5,0.5,0.30000000000000004,0.8611111111111112,0.9393939393939394,0.7948717948717948,0.8701298701298701,31,36,8,2,0.35064935064935066
0.001,0.4,0.5,0.5,0.31,0.8611111111111112,0.9393939393939394,0.7948717948717948,0.8701298701298701,31,36,8,2,0.35064935064935066
0.001,0.4,0.5,0.5,0.32,0.8611111111111112,0.9393939393939394,0.7948717948717948,0.8701298701298701,31,36,8,2,0.35064935064935066
0.001,0.4,0.5,0.5,0.33,0.8611111111111112,0.9393939393939394,0.7948717948717948,0.8701298701298701,31,36,8,2,0.35064935064935066
0.001,0.4,0.5,0.5,0.34,0.8611111111111112,0.9393939393939394,0.7948717948717948,0.8701298701298701,31,36,8,2,0.35064935064935066
0.001,0.4,0.5,0.5,0.35,0.8611111111111112,0.9393939393939394,0.7948717948717948,0.8701298701298701,31,36,8,2,0.35064935064935066
0.001,0.4,0.5,0.5,0.36,0.8611111111111112,0.9393939393939394,0.7948717948717948,0.8701298701298701,31,36,8,2,0.35064935064935066
0.001,0.4,0.5,0.5,0.37,0.8611111111111112,0.9393939393939394,0.7948717948717948,0.8701298701298701,31,36,8,2,0.35064935064935066
0.001,0.4,0.5,0.5,0.38,0.8611111111111112,0.9393939393939394,0.7948717948717948,0.8701298701298701,31,36,8,2,0.35064935064935066
0.001,0.4,0.5,0.5,0.39,0.8611111111111112,0.9393939393939394,0.7948717948717948,0.8701298701298701,31,36,8,2,0.35064935064935066
0.001,0.4,0.5,0.5,0.4,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.5,0.5,0.41000000000000003,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.5,0.5,0.42000000000000004,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.5,0.5,0.43000000000000005,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.5,0.5,0.44,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.5,0.5,0.45,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.5,0.5,0.46,0.8450704225352113,0.9090909090909091,0.7894736842105263,0.8571428571428571,30,36,8,3,0.35064935064935066
0.001,0.4,0.5,0.5,0.47000000000000003,0.8285714285714285,0.8787878787878788,0.7837837837837838,0.8441558441558441,29,36,8,4,0.35064935064935066
0.001,0.4,0.5,0.5,0.48000000000000004,0.8285714285714285,0.8787878787878788,0.7837837837837838,0.8441558441558441,29,36,8,4,0.35064935064935066
0.001,0.4,0.5,0.5,0.49,0.8285714285714285,0.8787878787878788,0.7837837837837838,0.8441558441558441,29,36,8,4,0.35064935064935066
0.001,0.4,0.5,0.5,0.5,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8441558441558441,27,38,6,6,0.35064935064935066
0.001,0.4,0.5,0.5,0.51,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8441558441558441,27,38,6,6,0.35064935064935066
0.001,0.4,0.5,0.5,0.52,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8441558441558441,27,38,6,6,0.35064935064935066
0.001,0.4,0.5,0.5,0.53,0.8,0.7878787878787878,0.8125,0.8311688311688312,26,38,6,7,0.35064935064935066
0.001,0.4,0.5,0.5,0.54,0.8,0.7878787878787878,0.8125,0.8311688311688312,26,38,6,7,0.35064935064935066
0.001,0.4,0.5,0.5,0.55,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.5,0.5,0.56,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.5,0.5,0.5700000000000001,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.5,0.5,0.5800000000000001,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.5,0.5,0.5900000000000001,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.5,0.5,0.6000000000000001,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.5,0.5,0.6100000000000001,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.5,0.5,0.62,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.5,0.5,0.63,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.5,0.5,0.64,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.5,0.5,0.65,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.5,0.5,0.66,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.5,0.5,0.67,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.5,0.5,0.6799999999999999,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.5,0.5,0.69,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.5,0.5,0.7,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.5,0.5,0.71,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.5,0.5,0.72,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.5,0.5,0.73,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.5,0.5,0.74,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.5,0.5,0.75,0.7812499999999999,0.7575757575757576,0.8064516129032258,0.8181818181818182,25,38,6,8,0.35064935064935066
0.001,0.4,0.6,0.4,0.2,0.8266666666666667,0.9393939393939394,0.7380952380952381,0.8311688311688312,31,33,11,2,0.35064935064935066
0.001,0.4,0.6,0.4,0.21000000000000002,0.8266666666666667,0.9393939393939394,0.7380952380952381,0.8311688311688312,31,33,11,2,0.35064935064935066
0.001,0.4,0.6,0.4,0.22,0.8266666666666667,0.9393939393939394,0.7380952380952381,0.8311688311688312,31,33,11,2,0.35064935064935066
0.001,0.4,0.6,0.4,0.23,0.8378378378378378,0.9393939393939394,0.7560975609756098,0.8441558441558441,31,34,10,2,0.35064935064935066
0.001,0.4,0.6,0.4,0.24000000000000002,0.8378378378378378,0.9393939393939394,0.7560975609756098,0.8441558441558441,31,34,10,2,0.35064935064935066
0.001,0.4,0.6,0.4,0.25,0.8378378378378378,0.9393939393939394,0.7560975609756098,0.8441558441558441,31,34,10,2,0.35064935064935066
0.001,0.4,0.6,0.4,0.26,0.8493150684931509,0.9393939393939394,0.775,0.8571428571428571,31,35,9,2,0.35064935064935066
